sample_id,run_id,cycle_id,tooth_type,cutting_edge,force_file,vib_file,image_file,image_rel,wear_value,wear_level,vb_half_ap,wear_area,has_force,has_vib,has_image,is_complete_multimodal,image_dir_count,remark
cycle_42_side_3,cycle_42,42,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\42\side-3.png,42/side-3.png,0.233,2,0.2156,0.0564,True,True,True,True,8,
cycle_42_side_4,cycle_42,42,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-16-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-16-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\42\side-4.png,42/side-4.png,0.2037,2,0.197,0.055,True,True,True,True,8,
cycle_43_side_1,cycle_43,43,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\43\side-1.png,43/side-1.png,0.1313,1,0.1134,0.07699999999999999,True,True,True,True,8,
cycle_43_side_2,cycle_43,43,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\43\side-2.png,43/side-2.png,0.364,3,0.3347,0.3186,True,True,True,True,8,
cycle_43_side_3,cycle_43,43,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\43\side-3.png,43/side-3.png,0.3522,3,0.3223,0.06870000000000001,True,True,True,True,8,
cycle_43_side_4,cycle_43,43,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\43\side-4.png,43/side-4.png,0.2043,2,0.1918,0.07719999999999999,True,True,True,True,8,
cycle_44_side_1,cycle_44,44,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\44\side-1.png,44/side-1.png,0.2211,2,0.1977,0.039299999999999995,True,True,True,True,8,
cycle_44_side_2,cycle_44,44,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\44\side-2.png,44/side-2.png,0.245,2,0.2208,0.2973,True,True,True,True,8,
cycle_44_side_3,cycle_44,44,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\44\side-3.png,44/side-3.png,0.2686,2,0.2326,0.1036,True,True,True,True,8,
cycle_44_side_4,cycle_44,44,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\44\side-4.png,44/side-4.png,0.1552,1,0.1432,0.06989999999999999,True,True,True,True,8,
cycle_45_side_1,cycle_45,45,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\45\side-1.png,45/side-1.png,0.3223,3,0.2985,0.0988,True,True,True,True,8,
cycle_45_side_2,cycle_45,45,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\45\side-2.png,45/side-2.png,0.3343,3,0.3225,0.3356,True,True,True,True,8,
cycle_45_side_3,cycle_45,45,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\45\side-3.png,45/side-3.png,0.2209,2,0.2149,0.11610000000000001,True,True,True,True,8,
cycle_45_side_4,cycle_45,45,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-17-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-17-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\45\side-4.png,45/side-4.png,0.2029,2,0.191,0.056,True,True,True,True,8,
cycle_46_side_1,cycle_46,46,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\46\side-1.png,46/side-1.png,0.179,1,0.1675,0.0663,True,True,True,True,8,
cycle_46_side_2,cycle_46,46,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\46\side-2.png,46/side-2.png,0.3492,3,0.1791,0.3568,True,True,True,True,8,
cycle_46_side_3,cycle_46,46,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\46\side-3.png,46/side-3.png,0.2925,2,0.2567,0.09890000000000002,True,True,True,True,8,
cycle_46_side_4,cycle_46,46,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\46\side-4.png,46/side-4.png,0.2806,2,0.226,0.0613,True,True,True,True,8,
cycle_47_side_1,cycle_47,47,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\47\side-1.png,47/side-1.png,0.1314,1,0.1189,0.0351,True,True,True,True,8,
cycle_47_side_2,cycle_47,47,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\47\side-2.png,47/side-2.png,0.2746,2,0.2211,0.2872,True,True,True,True,8,
cycle_47_side_3,cycle_47,47,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\47\side-3.png,47/side-3.png,0.3168,3,0.2627,0.0852,True,True,True,True,8,
cycle_47_side_4,cycle_47,47,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\47\side-4.png,47/side-4.png,0.2029,2,0.1947,0.07319999999999999,True,True,True,True,8,
cycle_48_side_1,cycle_48,48,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\48\side-1.png,48/side-1.png,0.2805,2,0.2328,0.0701,True,True,True,True,8,
cycle_48_side_2,cycle_48,48,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\48\side-2.png,48/side-2.png,0.2149,2,0.1314,0.3776,True,True,True,True,8,
cycle_48_side_3,cycle_48,48,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\48\side-3.png,48/side-3.png,0.2328,2,0.1851,0.061500000000000006,True,True,True,True,8,
cycle_48_side_4,cycle_48,48,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\48\side-4.png,48/side-4.png,0.1194,1,0.1016,0.0603,True,True,True,True,8,
cycle_49_side_1,cycle_49,49,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\49\side-1.png,49/side-1.png,0.2033,2,0.1818,0.0854,True,True,True,True,8,
cycle_49_side_2,cycle_49,49,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\49\side-2.png,49/side-2.png,0.2865,2,0.2748,0.42,True,True,True,True,8,
cycle_49_side_3,cycle_49,49,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\49\side-3.png,49/side-3.png,0.179,1,0.1553,0.07,True,True,True,True,8,
cycle_49_side_4,cycle_49,49,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-18-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-18-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\49\side-4.png,49/side-4.png,0.2269,2,0.191,0.10619999999999999,True,True,True,True,8,
cycle_50_side_1,cycle_50,50,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\50\side-1.png,50/side-1.png,0.2328,2,0.1973,0.06570000000000001,True,True,True,True,8,
cycle_50_side_2,cycle_50,50,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\50\side-2.png,50/side-2.png,0.3282,3,0.1969,0.4758,True,True,True,True,8,
cycle_50_side_3,cycle_50,50,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\50\side-3.png,50/side-3.png,0.2208,2,0.185,0.07769999999999999,True,True,True,True,8,
cycle_50_side_4,cycle_50,50,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\50\side-4.png,50/side-4.png,0.1434,1,0.1255,0.0628,True,True,True,True,8,
cycle_51_side_1,cycle_51,51,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\51\side-1.png,51/side-1.png,0.1621,1,0.1374,0.06420000000000001,True,True,True,True,8,
cycle_51_side_2,cycle_51,51,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\51\side-2.png,51/side-2.png,0.2986,2,0.2808,0.3547,True,True,True,True,8,
cycle_51_side_3,cycle_51,51,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\51\side-3.png,51/side-3.png,0.2745,2,0.2453,0.1403,True,True,True,True,8,
cycle_51_side_4,cycle_51,51,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\51\side-4.png,51/side-4.png,0.1735,1,0.1434,0.0696,True,True,True,True,8,
cycle_52_side_1,cycle_52,52,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\52\side-1.png,52/side-1.png,0.1556,1,0.1318,0.04359999999999999,True,True,True,True,8,
cycle_52_side_2,cycle_52,52,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\52\side-2.png,52/side-2.png,0.2447,2,0.2271,0.3513,True,True,True,True,8,
cycle_52_side_3,cycle_52,52,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\52\side-3.png,52/side-3.png,0.2092,2,0.1747,0.0578,True,True,True,True,8,
cycle_52_side_4,cycle_52,52,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-19-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-19-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\52\side-4.png,52/side-4.png,0.2268,2,0.185,0.06919999999999998,True,True,True,True,8,
cycle_53_side_1,cycle_53,53,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\53\side-1.png,53/side-1.png,0.345,3,0.2328,0.0887,True,True,True,True,8,
cycle_53_side_2,cycle_53,53,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\53\side-2.png,53/side-2.png,0.3109,3,0.1374,0.3039,True,True,True,True,8,
cycle_53_side_3,cycle_53,53,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\53\side-3.png,53/side-3.png,0.376,3,0.2985,0.0802,True,True,True,True,8,
cycle_53_side_4,cycle_53,53,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\53\side-4.png,53/side-4.png,0.2507,2,0.1794,0.052899999999999996,True,True,True,True,8,
cycle_54_side_1,cycle_54,54,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\54\side-1.png,54/side-1.png,0.2999,2,0.2865,0.0608,True,True,True,True,8,
cycle_54_side_2,cycle_54,54,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\54\side-2.png,54/side-2.png,0.3402,3,0.2092,0.26539999999999997,True,True,True,True,8,
cycle_54_side_3,cycle_54,54,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\54\side-3.png,54/side-3.png,0.4148,3,0.3104,0.08750000000000002,True,True,True,True,8,
cycle_54_side_4,cycle_54,54,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-02.xlsx,D:\my\Future\QIT-CEMC Dataset\Image\54\side-4.png,54/side-4.png,0.2211,2,0.1911,0.09670000000000001,True,True,True,True,8,
cycle_55_side_1,cycle_55,55,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\55\side-1.png,55/side-1.png,0.0982,0,0.0719,0.04349999999999999,True,True,True,True,8,
cycle_55_side_2,cycle_55,55,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\55\side-2.png,55/side-2.png,0.4099,3,0.3702,0.48329999999999995,True,True,True,True,8,
cycle_55_side_3,cycle_55,55,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\55\side-3.png,55/side-3.png,0.1893,1,0.1556,0.0415,True,True,True,True,8,
cycle_55_side_4,cycle_55,55,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\55\side-4.png,55/side-4.png,0.2566,2,0.2448,0.19590000000000002,True,True,True,True,8,
cycle_56_side_1,cycle_56,56,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\56\side-1.png,56/side-1.png,0.2806,2,0.2268,0.0862,True,True,True,True,8,
cycle_56_side_2,cycle_56,56,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\56\side-2.png,56/side-2.png,0.3701,3,0.3223,0.5034,True,True,True,True,8,
cycle_56_side_3,cycle_56,56,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\56\side-3.png,56/side-3.png,0.3048,3,0.2686,0.16990000000000002,True,True,True,True,8,
cycle_56_side_4,cycle_56,56,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-04.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-04.csv,D:\my\Future\QIT-CEMC Dataset\Image\56\side-4.png,56/side-4.png,0.2152,2,0.197,0.17679999999999998,True,True,True,True,8,
cycle_57_side_1,cycle_57,57,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\57\side-1.png,57/side-1.png,0.3046,3,0.1553,0.1959,True,True,True,True,8,
cycle_57_side_2,cycle_57,57,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\57\side-2.png,57/side-2.png,0.4198,3,0.376,0.5488,True,True,True,True,8,
cycle_57_side_3,cycle_57,57,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\57\side-3.png,57/side-3.png,0.2387,2,0.2271,0.17220000000000002,True,True,True,True,8,
cycle_57_side_4,cycle_57,57,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-20-05.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-20-05.csv,D:\my\Future\QIT-CEMC Dataset\Image\57\side-4.png,57/side-4.png,0.2984,2,0.179,0.21489999999999998,True,True,True,True,8,
cycle_58_side_1,cycle_58,58,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\58\side-1.png,58/side-1.png,0.2924,2,0.2148,0.1762,True,True,True,True,8,
cycle_58_side_2,cycle_58,58,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\58\side-2.png,58/side-2.png,0.3223,3,0.2746,0.5693,True,True,True,True,8,
cycle_58_side_3,cycle_58,58,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\58\side-3.png,58/side-3.png,0.3465,3,0.2746,0.27149999999999996,True,True,True,True,8,
cycle_58_side_4,cycle_58,58,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\58\side-4.png,58/side-4.png,0.2271,2,0.1378,0.1802,True,True,True,True,8,
cycle_59_side_1,cycle_59,59,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\59\side-1.png,59/side-1.png,0.2102,2,0.1191,0.0905,True,True,True,True,8,
cycle_59_side_2,cycle_59,59,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\59\side-2.png,59/side-2.png,0.4,3,0.3701,0.5033,True,True,True,True,8,
cycle_59_side_3,cycle_59,59,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\59\side-3.png,59/side-3.png,0.2761,2,0.185,0.28559999999999997,True,True,True,True,8,
cycle_59_side_4,cycle_59,59,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\59\side-4.png,59/side-4.png,0.2627,2,0.2268,0.1577,True,True,True,True,8,
cycle_60_side_1,cycle_60,60,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\60\side-1.png,60/side-1.png,0.2507,2,0.185,0.1243,True,True,True,True,8,
cycle_60_side_2,cycle_60,60,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\60\side-2.png,60/side-2.png,0.4187,3,0.2806,0.5184,True,True,True,True,8,
cycle_60_side_3,cycle_60,60,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\60\side-3.png,60/side-3.png,0.378,3,0.3223,0.3364,True,True,True,True,8,
cycle_60_side_4,cycle_60,60,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-21-03.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-21-03.csv,D:\my\Future\QIT-CEMC Dataset\Image\60\side-4.png,60/side-4.png,0.2453,2,0.2152,0.1346,True,True,True,True,8,
cycle_61_side_1,cycle_61,61,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\61\side-1.png,61/side-1.png,0.3564,3,0.3521,0.24830000000000002,True,True,True,True,8,
cycle_61_side_2,cycle_61,61,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\61\side-2.png,61/side-2.png,0.4655,3,0.37,0.7111,True,True,True,True,8,
cycle_61_side_3,cycle_61,61,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\61\side-3.png,61/side-3.png,0.412,3,0.2387,0.3432,True,True,True,True,8,
cycle_61_side_4,cycle_61,61,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\61\side-4.png,61/side-4.png,0.382,3,0.3344,0.2735,True,True,True,True,8,
cycle_62_side_1,cycle_62,62,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\62\side-1.png,62/side-1.png,0.4837,3,0.3583,0.22760000000000002,True,True,True,True,8,
cycle_62_side_2,cycle_62,62,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\62\side-2.png,62/side-2.png,0.4655,3,0.2984,0.5421,True,True,True,True,8,
cycle_62_side_3,cycle_62,62,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\62\side-3.png,62/side-3.png,0.3523,3,0.2572,0.2034,True,True,True,True,8,
cycle_62_side_4,cycle_62,62,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-22-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-22-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\62\side-4.png,62/side-4.png,0.3406,3,0.3223,0.2012,True,True,True,True,8,
cycle_63_side_1,cycle_63,63,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\63\side-1.png,63/side-1.png,0.5213,3,0.5374,0.2756,True,True,True,True,8,
